"order_id,user_id,restaurant_id,order_date,total_amount,restaurant_name_x,name,city,membership,restaurant_name_y,cuisine,rating"
"781,781.0,234,10-08-2023,1211.11,Swagath Kitchen North Indian,User_781,Bangalore,Regular,Restaurant_234,Chinese,3.7"
"782,782.0,308,27-06-2023,118.74,Annapurna Biryani Family Restaurant,User_782,Hyderabad,Gold,Restaurant_308,Italian,4.3"
"783,783.0,273,30-04-2023,740.33,Swagath Delights Andhra,User_783,Bangalore,Regular,Restaurant_273,Indian,3.9"
"784,784.0,184,29-03-2023,153.77,Annapurna Tiffins Punjabi,User_784,Hyderabad,Regular,Restaurant_184,Mexican,3.5"
"785,785.0,349,02-11-2023,1123.59,Taste of Eatery Punjabi,User_785,Chennai,Gold,Restaurant_349,Indian,4.5"
"786,786.0,271,28-03-2023,268.67,Hotel Curry House North Indian,User_786,Hyderabad,Gold,Restaurant_271,Chinese,3.8"
"787,787.0,252,24-04-2023,688.87,New Eatery South Indian,User_787,Pune,Gold,Restaurant_252,Indian,3.7"
"788,788.0,108,19-12-2023,925.2,Darbar Curry House North Indian,User_788,Bangalore,Gold,Restaurant_108,Chinese,4.0"
"789,789.0,368,29-07-2023,175.68,Sri Dhaba Pure Veg,User_789,Pune,Regular,Restaurant_368,Indian,4.4"
"790,790.0,65,13-10-2023,1371.53,Grand Eatery Non-Veg,User_790,Bangalore,Regular,Restaurant_65,Mexican,3.2"
"791,791.0,340,01-08-2023,853.43,Ruchi Tiffins Punjabi,User_791,Pune,Regular,Restaurant_340,Chinese,4.9"
"792,792.0,358,24-08-2023,1134.89,Udupi Cafe North Indian,User_792,Chennai,Gold,Restaurant_358,Indian,5.0"
"793,793.0,232,29-04-2023,1333.64,New Dhaba Family Restaurant,User_793,Pune,Regular,Restaurant_232,Mexican,4.0"
"794,794.0,90,08-07-2023,1492.36,Classic Biryani Pure Veg,User_794,Bangalore,Regular,Restaurant_90,Italian,4.8"
"795,795.0,166,30-10-2023,642.91,Classic Cafe Andhra,User_795,Bangalore,Regular,Restaurant_166,Chinese,4.6"
"796,796.0,115,02-05-2023,168.35,Annapurna Eatery Non-Veg,User_796,Pune,Regular,Restaurant_115,Chinese,3.3"
"797,797.0,461,04-08-2023,762.58,Sai Curry House Multicuisine,User_797,Bangalore,Regular,Restaurant_461,Italian,4.6"
"798,798.0,383,15-03-2023,974.33,Amma Biryani North Indian,User_798,Pune,Regular,Restaurant_383,Indian,3.1"
"799,799.0,340,16-03-2023,213.51,Ruchi Tiffins Punjabi,User_799,Chennai,Regular,Restaurant_340,Chinese,4.9"
"800,800.0,269,27-08-2023,1468.96,Udupi Mess Pure Veg,User_800,Pune,Regular,Restaurant_269,Indian,3.5"
"801,801.0,224,28-07-2023,717.22,Darbar Kitchen Non-Veg,User_801,Bangalore,Regular,Restaurant_224,Chinese,4.8"
"802,802.0,259,25-04-2023,429.03,Amma Curry House Family Restaurant,User_802,Hyderabad,Gold,Restaurant_259,Mexican,3.7"
"803,803.0,406,11-11-2023,1391.87,Spice Foods Non-Veg,User_803,Hyderabad,Regular,Restaurant_406,Chinese,4.5"
"804,804.0,325,02-09-2023,785.36,Sri Cafe North Indian,User_804,Bangalore,Gold,Restaurant_325,Italian,4.5"
"805,805.0,125,13-03-2023,1424.82,Sai Foods Family Restaurant,User_805,Pune,Gold,Restaurant_125,Chinese,4.3"
"806,806.0,260,18-08-2023,1095.24,Udupi Restaurant Family Restaurant,User_806,Bangalore,Gold,Restaurant_260,Indian,4.0"
"807,807.0,389,09-05-2023,1002.72,Ruchi Mess Multicuisine,User_807,Chennai,Gold,Restaurant_389,Italian,4.9"
"808,808.0,368,25-09-2023,916.34,Sri Dhaba Pure Veg,User_808,Bangalore,Gold,Restaurant_368,Indian,4.4"
"809,809.0,57,19-09-2023,284.13,Spice Mess Punjabi,User_809,Pune,Gold,Restaurant_57,Mexican,4.4"
"810,810.0,321,03-03-2023,302.58,Sai Restaurant Non-Veg,User_810,Pune,Regular,Restaurant_321,Chinese,4.7"
"811,811.0,171,25-03-2023,845.24,Ruchi Mess Non-Veg,User_811,Pune,Gold,Restaurant_171,Mexican,3.6"
"812,812.0,363,30-12-2023,869.14,Annapurna Mess Pure Veg,User_812,Bangalore,Regular,Restaurant_363,Italian,4.9"
"813,813.0,397,02-05-2023,1475.81,Amma Foods Family Restaurant,User_813,Bangalore,Gold,Restaurant_397,Indian,4.8"
"814,814.0,45,04-12-2023,518.3,Annapurna Restaurant Punjabi,User_814,Hyderabad,Regular,Restaurant_45,Mexican,3.0"
"815,815.0,186,08-07-2023,368.86,Darbar Restaurant North Indian,User_815,Chennai,Gold,Restaurant_186,Indian,4.3"
"816,816.0,392,18-03-2023,623.38,Classic Tiffins Chinese,User_816,Chennai,Regular,Restaurant_392,Italian,3.3"
"817,817.0,132,02-08-2023,421.23,Spice Tiffins Chinese,User_817,Hyderabad,Regular,Restaurant_132,Indian,3.7"
"818,818.0,200,27-01-2023,398.98,Annapurna Restaurant Pure Veg,User_818,Chennai,Regular,Restaurant_200,Chinese,3.9"
"819,819.0,133,08-01-2023,1381.03,Spice Foods Non-Veg,User_819,Pune,Regular,Restaurant_133,Italian,4.5"
"820,820.0,381,22-11-2023,527.55,New Delights North Indian,User_820,Bangalore,Regular,Restaurant_381,Italian,4.6"
"821,821.0,237,05-12-2023,1076.76,Grand Restaurant South Indian,User_821,Chennai,Gold,Restaurant_237,Italian,4.5"
"822,822.0,474,01-01-2024,123.1,Annapurna Tiffins Pure Veg,User_822,Bangalore,Gold,Restaurant_474,Mexican,3.5"
"823,823.0,415,06-02-2023,1159.87,Ruchi Dhaba Pure Veg,User_823,Pune,Gold,Restaurant_415,Indian,3.2"
"824,824.0,107,14-08-2023,309.56,Spice Kitchen Punjabi,User_824,Hyderabad,Regular,Restaurant_107,Mexican,4.0"
"825,825.0,51,14-02-2023,886.57,Sri Eatery South Indian,User_825,Chennai,Gold,Restaurant_51,Italian,3.0"
"826,826.0,385,14-01-2023,985.6,Ruchi Mess Multicuisine,User_826,Hyderabad,Gold,Restaurant_385,Chinese,4.4"
"827,827.0,254,19-12-2023,623.04,Ruchi Dhaba Chinese,User_827,Chennai,Gold,Restaurant_254,Indian,4.7"
"828,828.0,373,26-12-2023,677.1,Sai Delights Chinese,User_828,Hyderabad,Gold,Restaurant_373,Indian,3.6"
"829,829.0,343,02-11-2023,123.37,Sai Cafe Andhra,User_829,Pune,Regular,Restaurant_343,Mexican,4.4"
"830,830.0,62,11-07-2023,1272.08,Spice Delights Andhra,User_830,Hyderabad,Gold,Restaurant_62,Indian,3.1"
"831,831.0,440,03-04-2023,815.88,Annapurna Kitchen North Indian,User_831,Pune,Regular,Restaurant_440,Mexican,3.8"
"832,832.0,498,31-05-2023,1071.58,Darbar Tiffins Non-Veg,User_832,Chennai,Regular,Restaurant_498,Chinese,3.9"
"833,833.0,14,19-02-2023,1352.35,Taste of Tiffins North Indian,User_833,Bangalore,Regular,Restaurant_14,Indian,3.8"
"834,834.0,90,29-10-2023,1115.32,Classic Biryani Pure Veg,User_834,Chennai,Gold,Restaurant_90,Italian,4.8"
"835,835.0,399,07-06-2023,1149.22,Swagath Cafe Multicuisine,User_835,Pune,Regular,Restaurant_399,Chinese,3.2"
"836,836.0,116,21-09-2023,1178.42,Grand Cafe Punjabi,User_836,Bangalore,Gold,Restaurant_116,Chinese,4.2"
"837,837.0,431,10-05-2023,1491.45,Udupi Tiffins Punjabi,User_837,Bangalore,Gold,Restaurant_431,Mexican,4.6"
"838,838.0,207,05-08-2023,1251.39,Grand Cafe Andhra,User_838,Bangalore,Gold,Restaurant_207,Italian,3.3"
"839,839.0,284,27-03-2023,1132.89,Ruchi Foods Multicuisine,User_839,Chennai,Gold,Restaurant_284,Indian,4.7"
"840,840.0,418,18-02-2023,399.62,Annapurna Foods Multicuisine,User_840,Bangalore,Gold,Restaurant_418,Chinese,3.3"
"841,841.0,59,02-01-2023,1487.2,Sai Biryani Non-Veg,User_841,Pune,Gold,Restaurant_59,Chinese,4.6"
"842,842.0,37,11-07-2023,898.4,Swagath Dhaba Andhra,User_842,Pune,Regular,Restaurant_37,Mexican,3.1"
"843,843.0,359,09-05-2023,1346.05,Sri Foods South Indian,User_843,Pune,Gold,Restaurant_359,Mexican,4.8"
"844,844.0,435,23-11-2023,1115.61,Classic Delights North Indian,User_844,Chennai,Gold,Restaurant_435,Italian,3.1"
"845,845.0,114,15-06-2023,926.46,Ruchi Mess Andhra,User_845,Bangalore,Gold,Restaurant_114,Indian,3.9"
"846,846.0,436,30-09-2023,1274.85,Swagath Tiffins Punjabi,User_846,Hyderabad,Gold,Restaurant_436,Mexican,4.6"
"847,847.0,266,20-04-2023,182.33,Annapurna Delights Multicuisine,User_847,Pune,Gold,Restaurant_266,Italian,3.9"
"848,848.0,133,26-08-2023,184.01,Spice Foods Non-Veg,User_848,Pune,Regular,Restaurant_133,Italian,4.5"
"849,849.0,306,08-06-2023,711.08,Grand Dhaba Non-Veg,User_849,Pune,Regular,Restaurant_306,Chinese,4.8"
"850,850.0,254,16-12-2023,280.24,Ruchi Dhaba Chinese,User_850,Chennai,Regular,Restaurant_254,Indian,4.7"
"851,851.0,446,10-04-2023,531.67,Annapurna Cafe Andhra,User_851,Hyderabad,Gold,Restaurant_446,Indian,4.9"
"852,852.0,52,24-11-2023,1198.14,Udupi Curry House South Indian,User_852,Bangalore,Gold,Restaurant_52,Mexican,4.9"
"853,853.0,352,14-09-2023,1231.05,Hotel Kitchen Multicuisine,User_853,Chennai,Regular,Restaurant_352,Italian,4.7"
"854,854.0,295,13-02-2023,754.4,Sai Cafe South Indian,User_854,Hyderabad,Gold,Restaurant_295,Chinese,3.1"
"855,855.0,195,18-04-2023,1053.78,Taste of Delights Multicuisine,User_855,Chennai,Gold,Restaurant_195,Indian,3.4"
"856,856.0,173,01-09-2023,1472.05,Darbar Delights South Indian,User_856,Pune,Regular,Restaurant_173,Chinese,3.7"
"857,857.0,188,24-07-2023,816.07,Swagath Mess Multicuisine,User_857,Pune,Regular,Restaurant_188,Chinese,4.6"
"858,858.0,289,11-02-2023,1435.84,Sri Biryani Punjabi,User_858,Hyderabad,Gold,Restaurant_289,Italian,4.8"
"859,859.0,132,19-03-2023,1404.37,Spice Tiffins Chinese,User_859,Hyderabad,Gold,Restaurant_132,Indian,3.7"
"860,860.0,473,04-07-2023,1293.97,Sri Restaurant Andhra,User_860,Pune,Regular,Restaurant_473,Italian,4.5"
"861,861.0,442,07-06-2023,104.25,Sai Eatery Andhra,User_861,Chennai,Regular,Restaurant_442,Italian,3.7"
"862,862.0,426,05-05-2023,385.96,Royal Foods Non-Veg,User_862,Hyderabad,Regular,Restaurant_426,Chinese,3.5"
"863,863.0,34,11-06-2023,750.02,Ruchi Dhaba Multicuisine,User_863,Bangalore,Gold,Restaurant_34,Chinese,4.3"
"864,864.0,449,07-03-2023,274.03,Sai Restaurant South Indian,User_864,Hyderabad,Gold,Restaurant_449,Indian,4.5"
"865,865.0,159,23-08-2023,987.28,Darbar Dhaba Punjabi,User_865,Bangalore,Regular,Restaurant_159,Mexican,4.9"
"866,866.0,469,12-05-2023,426.19,Annapurna Foods Family Restaurant,User_866,Bangalore,Gold,Restaurant_469,Italian,3.3"
"867,867.0,76,03-12-2023,130.92,Amma Kitchen Punjabi,User_867,Bangalore,Regular,Restaurant_76,Italian,4.7"
"868,868.0,374,21-10-2023,606.11,Annapurna Curry House Multicuisine,User_868,Bangalore,Gold,Restaurant_374,Mexican,3.6"
"869,869.0,142,25-01-2023,154.79,Ruchi Eatery Family Restaurant,User_869,Chennai,Regular,Restaurant_142,Indian,4.6"
"870,870.0,271,30-06-2023,1345.69,Hotel Curry House North Indian,User_870,Bangalore,Gold,Restaurant_271,Chinese,3.8"
"871,871.0,204,05-04-2023,350.92,Udupi Dhaba Non-Veg,User_871,Chennai,Gold,Restaurant_204,Mexican,4.7"
"872,872.0,448,30-06-2023,536.65,Amma Biryani Family Restaurant,User_872,Hyderabad,Gold,Restaurant_448,Mexican,3.4"
"873,873.0,376,05-03-2023,547.39,Amma Cafe Non-Veg,User_873,Pune,Gold,Restaurant_376,Indian,3.4"
"874,874.0,240,14-07-2023,484.88,New Mess Andhra,User_874,Pune,Gold,Restaurant_240,Indian,3.8"
"875,875.0,146,16-11-2023,1082.67,Swagath Curry House Punjabi,User_875,Hyderabad,Regular,Restaurant_146,Indian,4.8"
"876,876.0,323,08-07-2023,1143.66,Taste of Mess Chinese,User_876,Hyderabad,Regular,Restaurant_323,Mexican,4.6"
"877,877.0,105,16-04-2023,1237.63,Amma Curry House South Indian,User_877,Pune,Gold,Restaurant_105,Mexican,4.2"
"878,878.0,264,30-10-2023,422.6,Classic Curry House South Indian,User_878,Chennai,Regular,Restaurant_264,Indian,4.3"
"879,879.0,78,31-10-2023,1214.33,Sri Kitchen Chinese,User_879,Hyderabad,Regular,Restaurant_78,Indian,3.5"
"880,880.0,137,01-01-2023,504.12,Swagath Delights Andhra,User_880,Pune,Regular,Restaurant_137,Indian,3.2"
"881,881.0,226,29-03-2023,1064.51,Darbar Curry House Andhra,User_881,Hyderabad,Regular,Restaurant_226,Indian,3.2"
"882,882.0,183,30-05-2023,570.28,Taste of Biryani Non-Veg,User_882,Pune,Gold,Restaurant_183,Chinese,3.7"
"883,883.0,372,14-07-2023,495.16,Annapurna Foods North Indian,User_883,Pune,Gold,Restaurant_372,Italian,4.4"
"884,884.0,14,30-05-2023,331.5,Taste of Tiffins North Indian,User_884,Pune,Gold,Restaurant_14,Indian,3.8"
"885,885.0,419,16-07-2023,1404.55,Darbar Delights Andhra,User_885,Chennai,Gold,Restaurant_419,Chinese,3.6"
"886,886.0,126,18-03-2023,1100.4,Spice Tiffins North Indian,User_886,Bangalore,Regular,Restaurant_126,Italian,4.5"
"887,887.0,19,10-09-2023,306.6,Classic Biryani Chinese,User_887,Chennai,Regular,Restaurant_19,Indian,3.6"
"888,888.0,224,06-03-2023,682.68,Darbar Kitchen Non-Veg,User_888,Hyderabad,Gold,Restaurant_224,Chinese,4.8"
"889,889.0,430,13-04-2023,469.99,Royal Delights South Indian,User_889,Pune,Gold,Restaurant_430,Mexican,4.1"
"890,890.0,393,15-09-2023,420.22,Classic Dhaba Andhra,User_890,Chennai,Gold,Restaurant_393,Italian,4.1"
"891,891.0,412,30-11-2023,1153.06,Darbar Cafe Pure Veg,User_891,Pune,Regular,Restaurant_412,Mexican,4.0"
"892,892.0,341,10-03-2023,1375.16,Amma Biryani Family Restaurant,User_892,Bangalore,Gold,Restaurant_341,Chinese,3.2"
"893,893.0,38,07-08-2023,1495.16,Grand Tiffins Multicuisine,User_893,Pune,Gold,Restaurant_38,Italian,5.0"
"894,894.0,424,06-04-2023,125.51,Sai Cafe Family Restaurant,User_894,Chennai,Regular,Restaurant_424,Indian,4.7"
"895,895.0,176,17-03-2023,332.24,Classic Delights North Indian,User_895,Hyderabad,Gold,Restaurant_176,Italian,4.0"
"896,896.0,250,26-10-2023,720.88,Sai Foods Non-Veg,User_896,Chennai,Gold,Restaurant_250,Mexican,3.4"
"897,897.0,228,07-10-2023,960.17,Udupi Dhaba Pure Veg,User_897,Bangalore,Gold,Restaurant_228,Mexican,4.1"
"898,898.0,325,04-01-2023,979.9,Sri Cafe North Indian,User_898,Hyderabad,Gold,Restaurant_325,Italian,4.5"
"899,899.0,25,14-05-2023,1484.69,Swagath Cafe Punjabi,User_899,Pune,Regular,Restaurant_25,Chinese,3.7"
"900,900.0,48,25-12-2023,1201.32,Royal Tiffins North Indian,User_900,Hyderabad,Regular,Restaurant_48,Mexican,3.8"
"901,901.0,237,05-08-2023,1307.07,Grand Restaurant South Indian,User_901,Bangalore,Regular,Restaurant_237,Italian,4.5"
"902,902.0,43,26-02-2023,1089.42,Sai Cafe North Indian,User_902,Bangalore,Gold,Restaurant_43,Chinese,4.9"
"903,903.0,135,01-07-2023,1400.31,Amma Eatery Non-Veg,User_903,Bangalore,Gold,Restaurant_135,Indian,3.7"
"904,904.0,142,15-08-2023,271.69,Ruchi Eatery Family Restaurant,User_904,Chennai,Gold,Restaurant_142,Indian,4.6"
"905,905.0,184,14-10-2023,1001.59,Annapurna Tiffins Punjabi,User_905,Bangalore,Regular,Restaurant_184,Mexican,3.5"
"906,906.0,426,29-03-2023,1058.72,Royal Foods Non-Veg,User_906,Hyderabad,Gold,Restaurant_426,Chinese,3.5"
"907,907.0,123,01-05-2023,849.1,Grand Restaurant Non-Veg,User_907,Bangalore,Regular,Restaurant_123,Chinese,4.2"
"908,908.0,119,19-11-2023,238.63,Spice Restaurant Non-Veg,User_908,Chennai,Gold,Restaurant_119,Chinese,3.7"
"909,909.0,117,13-03-2023,151.5,Darbar Eatery North Indian,User_909,Bangalore,Regular,Restaurant_117,Indian,3.9"
"910,910.0,465,04-02-2023,413.29,Sai Eatery North Indian,User_910,Bangalore,Gold,Restaurant_465,Italian,4.9"
"911,911.0,236,21-02-2023,1405.77,Hotel Eatery Non-Veg,User_911,Chennai,Regular,Restaurant_236,Italian,4.2"
"912,912.0,144,25-11-2023,731.92,Darbar Biryani Andhra,User_912,Bangalore,Regular,Restaurant_144,Chinese,4.5"
"913,913.0,229,10-05-2023,1116.82,Ruchi Mess Family Restaurant,User_913,Hyderabad,Gold,Restaurant_229,Italian,3.8"
"914,914.0,8,29-12-2023,797.04,New Mess Punjabi,User_914,Bangalore,Regular,Restaurant_8,Indian,4.8"
"915,915.0,273,28-10-2023,688.35,Swagath Delights Andhra,User_915,Hyderabad,Gold,Restaurant_273,Indian,3.9"
"916,916.0,457,09-05-2023,681.94,Sai Delights Multicuisine,User_916,Bangalore,Regular,Restaurant_457,Indian,3.0"
"917,917.0,65,12-01-2023,1305.3,Grand Eatery Non-Veg,User_917,Chennai,Regular,Restaurant_65,Mexican,3.2"
"918,918.0,16,24-06-2023,1057.69,Sai Mess Andhra,User_918,Bangalore,Gold,Restaurant_16,Indian,4.6"
"919,919.0,138,19-04-2023,549.11,Classic Mess Punjabi,User_919,Bangalore,Gold,Restaurant_138,Indian,4.8"
"920,920.0,490,28-09-2023,107.68,Swagath Curry House Punjabi,User_920,Chennai,Regular,Restaurant_490,Italian,3.7"
"921,921.0,197,25-12-2023,329.66,Sri Curry House North Indian,User_921,Bangalore,Regular,Restaurant_197,Mexican,4.7"
"922,922.0,324,16-01-2023,1130.71,Grand Delights Multicuisine,User_922,Pune,Gold,Restaurant_324,Mexican,4.5"
"923,923.0,369,01-03-2023,1010.34,Amma Foods Chinese,User_923,Chennai,Gold,Restaurant_369,Italian,3.0"
"924,924.0,418,12-07-2023,244.68,Annapurna Foods Multicuisine,User_924,Chennai,Regular,Restaurant_418,Chinese,3.3"
"925,925.0,41,26-03-2023,972.27,Classic Delights Pure Veg,User_925,Chennai,Regular,Restaurant_41,Mexican,3.7"
"926,926.0,67,26-04-2023,207.42,Swagath Tiffins Andhra,User_926,Pune,Gold,Restaurant_67,Mexican,4.1"
"927,927.0,308,24-05-2023,509.97,Annapurna Biryani Family Restaurant,User_927,Chennai,Regular,Restaurant_308,Italian,4.3"
"928,928.0,205,01-08-2023,587.91,Sri Mess North Indian,User_928,Bangalore,Regular,Restaurant_205,Italian,4.2"
"929,929.0,350,16-06-2023,660.85,Classic Curry House South Indian,User_929,Chennai,Gold,Restaurant_350,Mexican,3.2"
"930,930.0,128,03-11-2023,841.31,Swagath Kitchen South Indian,User_930,Bangalore,Regular,Restaurant_128,Indian,4.5"
"931,931.0,43,02-11-2023,245.96,Sai Cafe North Indian,User_931,Pune,Regular,Restaurant_43,Chinese,4.9"
"932,932.0,376,22-05-2023,1343.2,Amma Cafe Non-Veg,User_932,Hyderabad,Regular,Restaurant_376,Indian,3.4"
"933,933.0,44,16-12-2023,312.25,Classic Dhaba Pure Veg,User_933,Hyderabad,Regular,Restaurant_44,Indian,3.9"
"934,934.0,31,09-09-2023,748.16,Udupi Delights North Indian,User_934,Bangalore,Regular,Restaurant_31,Mexican,4.7"
"935,935.0,500,09-06-2023,1372.21,Grand Eatery Family Restaurant,User_935,Bangalore,Regular,Restaurant_500,Chinese,3.2"
"936,936.0,455,16-07-2023,1265.74,Ruchi Dhaba Pure Veg,User_936,Pune,Gold,Restaurant_455,Chinese,3.8"
"937,937.0,368,31-01-2023,882.31,Sri Dhaba Pure Veg,User_937,Chennai,Gold,Restaurant_368,Indian,4.4"
"938,938.0,24,27-06-2023,1122.39,Udupi Biryani South Indian,User_938,Chennai,Gold,Restaurant_24,Mexican,3.7"
"939,939.0,185,01-10-2023,1242.63,Hotel Dhaba Non-Veg,User_939,Chennai,Regular,Restaurant_185,Mexican,4.5"
"940,940.0,302,03-06-2023,335.76,Spice Curry House Andhra,User_940,Hyderabad,Regular,Restaurant_302,Mexican,4.9"
"941,941.0,7,04-07-2023,1094.48,Ruchi Biryani Punjabi,User_941,Chennai,Regular,Restaurant_7,Italian,3.2"
"942,942.0,115,17-06-2023,226.51,Annapurna Eatery Non-Veg,User_942,Bangalore,Regular,Restaurant_115,Chinese,3.3"
"943,943.0,458,26-11-2023,752.85,Swagath Mess Pure Veg,User_943,Chennai,Regular,Restaurant_458,Italian,4.8"
"944,944.0,449,08-02-2023,132.81,Sai Restaurant South Indian,User_944,Bangalore,Regular,Restaurant_449,Indian,4.5"
"945,945.0,257,15-03-2023,589.06,Sri Kitchen Family Restaurant,User_945,Chennai,Gold,Restaurant_257,Italian,3.4"
"946,946.0,3,17-05-2023,872.52,Darbar Eatery Andhra,User_946,Hyderabad,Regular,Restaurant_3,Mexican,4.3"
"947,947.0,463,01-10-2023,162.1,Hotel Delights Chinese,User_947,Pune,Regular,Restaurant_463,Chinese,3.2"
"948,948.0,81,10-09-2023,735.78,Darbar Mess Chinese,User_948,Pune,Regular,Restaurant_81,Chinese,3.2"
"949,949.0,402,29-03-2023,772.75,Sai Restaurant Andhra,User_949,Chennai,Regular,Restaurant_402,Mexican,3.3"
"950,950.0,392,02-08-2023,822.15,Classic Tiffins Chinese,User_950,Chennai,Regular,Restaurant_392,Italian,3.3"
"951,951.0,357,07-03-2023,1122.23,Grand Mess Punjabi,User_951,Chennai,Gold,Restaurant_357,Italian,3.8"
"952,952.0,347,15-03-2023,138.38,Amma Delights Chinese,User_952,Chennai,Gold,Restaurant_347,Chinese,4.8"
"953,953.0,122,18-02-2023,939.29,Amma Eatery Non-Veg,User_953,Bangalore,Gold,Restaurant_122,Indian,3.9"
"954,954.0,304,13-09-2023,666.29,Hotel Tiffins Andhra,User_954,Chennai,Gold,Restaurant_304,Italian,4.1"
"955,955.0,102,29-10-2023,1422.21,Darbar Foods Andhra,User_955,Pune,Regular,Restaurant_102,Italian,4.9"
"956,956.0,330,22-02-2023,355.68,Udupi Eatery Multicuisine,User_956,Chennai,Gold,Restaurant_330,Italian,3.9"
"957,957.0,418,14-09-2023,332.44,Annapurna Foods Multicuisine,User_957,Bangalore,Gold,Restaurant_418,Chinese,3.3"
"958,958.0,164,10-03-2023,598.14,Udupi Mess Family Restaurant,User_958,Chennai,Gold,Restaurant_164,Italian,3.5"
"959,959.0,68,22-04-2023,694.14,Taste of Biryani Andhra,User_959,Chennai,Gold,Restaurant_68,Italian,4.1"
"960,960.0,372,12-12-2023,1167.83,Annapurna Foods North Indian,User_960,Pune,Gold,Restaurant_372,Italian,4.4"
"961,961.0,174,09-06-2023,864.12,Amma Biryani North Indian,User_961,Bangalore,Regular,Restaurant_174,Mexican,3.1"
"962,962.0,263,11-03-2023,527.01,Grand Curry House Andhra,User_962,Pune,Gold,Restaurant_263,Indian,4.4"
"963,963.0,24,15-08-2023,793.66,Udupi Biryani South Indian,User_963,Chennai,Gold,Restaurant_24,Mexican,3.7"
"964,964.0,390,01-04-2023,1315.57,Grand Restaurant Pure Veg,User_964,Pune,Regular,Restaurant_390,Mexican,4.7"
"965,965.0,485,21-01-2023,886.47,Grand Dhaba Andhra,User_965,Chennai,Gold,Restaurant_485,Mexican,4.9"
"966,966.0,287,28-05-2023,171.13,Amma Cafe South Indian,User_966,Hyderabad,Gold,Restaurant_287,Chinese,4.7"
"967,967.0,274,20-02-2023,868.86,Amma Mess Andhra,User_967,Pune,Gold,Restaurant_274,Mexican,3.3"
"968,968.0,214,20-10-2023,1241.54,Amma Foods North Indian,User_968,Bangalore,Regular,Restaurant_214,Chinese,3.4"
"969,969.0,287,01-10-2023,1066.12,Amma Cafe South Indian,User_969,Pune,Regular,Restaurant_287,Chinese,4.7"
"970,970.0,73,16-12-2023,989.38,Spice Mess Andhra,User_970,Bangalore,Regular,Restaurant_73,Mexican,3.1"
"971,971.0,482,25-11-2023,352.88,Classic Tiffins Pure Veg,User_971,Pune,Regular,Restaurant_482,Chinese,4.5"
"972,972.0,179,09-02-2023,210.64,Annapurna Foods Multicuisine,User_972,Hyderabad,Regular,Restaurant_179,Italian,3.5"
"973,973.0,34,28-04-2023,800.99,Ruchi Dhaba Multicuisine,User_973,Hyderabad,Regular,Restaurant_34,Chinese,4.3"
"974,974.0,225,23-03-2023,1046.19,Darbar Tiffins Chinese,User_974,Bangalore,Regular,Restaurant_225,Italian,4.2"
"975,975.0,133,22-06-2023,154.81,Spice Foods Non-Veg,User_975,Pune,Regular,Restaurant_133,Italian,4.5"
"976,976.0,297,08-10-2023,402.24,Grand Tiffins Andhra,User_976,Bangalore,Regular,Restaurant_297,Italian,4.8"
"977,977.0,26,11-07-2023,564.95,Spice Eatery Family Restaurant,User_977,Hyderabad,Gold,Restaurant_26,Chinese,4.6"
"978,978.0,308,24-06-2023,871.94,Annapurna Biryani Family Restaurant,User_978,Pune,Regular,Restaurant_308,Italian,4.3"
"979,979.0,287,26-02-2023,1007.03,Amma Cafe South Indian,User_979,Hyderabad,Gold,Restaurant_287,Chinese,4.7"
"980,980.0,149,26-03-2023,1118.18,Amma Restaurant South Indian,User_980,Chennai,Gold,Restaurant_149,Mexican,3.6"
"981,981.0,134,23-04-2023,1257.98,New Tiffins Non-Veg,User_981,Bangalore,Gold,Restaurant_134,Mexican,4.3"
"982,982.0,489,10-12-2023,1372.33,Swagath Foods Punjabi,User_982,Hyderabad,Regular,Restaurant_489,Italian,3.0"
"983,983.0,54,21-09-2023,697.82,Ruchi Tiffins Multicuisine,User_983,Pune,Regular,Restaurant_54,Italian,4.9"
"984,984.0,451,24-12-2023,787.08,Classic Curry House Andhra,User_984,Hyderabad,Regular,Restaurant_451,Chinese,3.7"
"985,985.0,90,25-07-2023,422.28,Classic Biryani Pure Veg,User_985,Bangalore,Regular,Restaurant_90,Italian,4.8"
"986,986.0,393,11-04-2023,1498.35,Classic Dhaba Andhra,User_986,Chennai,Gold,Restaurant_393,Italian,4.1"
"987,987.0,276,29-09-2023,460.46,Sri Kitchen Chinese,User_987,Bangalore,Regular,Restaurant_276,Italian,3.4"
"988,988.0,417,12-11-2023,565.32,Hotel Biryani North Indian,User_988,Chennai,Gold,Restaurant_417,Mexican,3.0"
"989,989.0,410,17-04-2023,1303.24,Darbar Mess Pure Veg,User_989,Chennai,Gold,Restaurant_410,Italian,3.6"
"990,990.0,367,09-03-2023,246.47,Ruchi Restaurant Punjabi,User_990,Bangalore,Regular,Restaurant_367,Indian,4.6"
"991,991.0,214,21-02-2023,1106.34,Amma Foods North Indian,User_991,Pune,Regular,Restaurant_214,Chinese,3.4"
"992,992.0,206,30-12-2023,805.67,Swagath Biryani Non-Veg,User_992,Bangalore,Gold,Restaurant_206,Mexican,3.2"
"993,993.0,225,14-01-2023,1350.09,Darbar Tiffins Chinese,User_993,Chennai,Gold,Restaurant_225,Italian,4.2"
"994,994.0,424,10-09-2023,1385.57,Sai Cafe Family Restaurant,User_994,Bangalore,Regular,Restaurant_424,Indian,4.7"
